Symbol Name, Symbol Address, Function Size, Matched
setUpShadowVolumeFromCSV__11ActorShadowFP18ShadowVolumeDrawerRC12JMapInfoIter,80017D70,B8,false
createShadowSurfaceCircleFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80017E30,90,false
createShadowSurfaceOvalFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80017EC0,9C,false
createShadowSurfaceBoxFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80017F60,9C,false
createShadowVolumeSphereFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80018000,9C,false
createShadowVolumeOvalFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,800180A0,A8,false
createShadowVolumeOvalPoleFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80018150,A8,false
createShadowVolumeCylinderFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80018200,9C,false
createShadowVolumeBoxFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,800182A0,A8,false
createShadowVolumeFlatModelFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80018350,9C,false
createShadowVolumeLineFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,800183F0,124,false
addShadowFromCSV__11ActorShadowFP9LiveActorRC12JMapInfoIter,80018520,F8,false
initShadowFromCSVWithInitShadowVolumeSphere__2MRFP9LiveActorPCc,80018620,8,false
initShadowFromCSVWithoutInitShadowVolumeSphere__2MRFP9LiveActorPCc,80018630,8,false
initShadowControllerList__2MRFP9LiveActorUl,80018640,4,false
addShadowVolumeOval__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3_f_PA4_f,80018650,94,false
addShadowVolumeCylinder__2MRFP9LiveActorPCcf,800186F0,7C,false
addShadowVolumeBox__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3_f_,80018770,5C,false
addShadowVolumeBox__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3_f_PA4_f,800187D0,94,false
addShadowVolumeLine__2MRFP9LiveActorPCcP9LiveActorPCcfP9LiveActorPCcf,80018870,D4,false
addShadowVolumeFlatModel__2MRFP9LiveActorPCcPCcPA4_f,80018950,90,false
initShadowSurfaceCircle__2MRFP9LiveActorf,800189E0,8C,false
initShadowVolumeSphere__2MRFP9LiveActorf,80018A70,8C,false
initShadowVolumeOval__2MRFP9LiveActorRCQ29JGeometry8TVec3_f_,80018B00,6C,false
initShadowVolumeCylinder__2MRFP9LiveActorf,80018B70,50,false
initShadowVolumeFlatModel__2MRFP9LiveActorPCcPA4_f,80018BC0,58,false
setShadowDropPositionPtr__2MRFP9LiveActorPCcPCQ29JGeometry8TVec3_f_,80018C20,34,false
setShadowDropPositionMtxPtr__2MRFP9LiveActorPCcPA4_fRCQ29JGeometry8TVec3_f_,80018C60,44,false
setShadowDropPositionAtJoint__2MRFP9LiveActorPCcPCcRCQ29JGeometry8TVec3_f_,80018CB0,5C,false
setShadowDropDirectionPtr__2MRFP9LiveActorPCcPCQ29JGeometry8TVec3_f_,80018D10,34,false
setShadowDropDirectionPtrAll__2MRFP9LiveActorPCQ29JGeometry8TVec3_f_,80018D50,64,false
setShadowProjectionPtr__2MRFP9LiveActorPCcPCQ29JGeometry8TVec3_f_PCQ29JGeometry8TVec3_f_,80018DC0,44,false
setShadowDropPosition__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3_f_,80018E10,34,false
setShadowDropDirection__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3_f_,80018E50,34,false
setShadowDropLength__2MRFP9LiveActorPCcf,80018E90,34,false
setShadowProjection__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_b,80018ED0,4C,false
setShadowSurfaceOvalColor__2MRFP9LiveActorPCc6Color8,80018F20,3C,false
setShadowSurfaceOvalAlpha__2MRFP9LiveActorPCcUc,80018F60,34,false
setShadowVolumeSphereRadius__2MRFP9LiveActorPCcf,80018FA0,34,false
setShadowVolumeCylinderRadius__2MRFP9LiveActorPCcf,80018FE0,34,false
setShadowVolumeBoxSize__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3_f_,80019020,34,false
setShadowVolumeStartDropOffset__2MRFP9LiveActorPCcf,80019060,34,false
setShadowVolumeEndDropOffset__2MRFP9LiveActorPCcf,800190A0,34,false
onShadowVolumeCutDropLength__2MRFP9LiveActorPCc,800190E0,24,false
onCalcShadow__2MRFP9LiveActorPCc,80019110,34,false
offCalcShadow__2MRFP9LiveActorPCc,80019150,34,false
onCalcShadowOneTime__2MRFP9LiveActorPCc,80019190,34,false
onCalcShadowAll__2MRFP9LiveActor,800191D0,5C,false
offCalcShadowAll__2MRFP9LiveActor,80019230,5C,false
onCalcShadowOneTimeAll__2MRFP9LiveActor,80019290,5C,false
onCalcShadowDropGravity__2MRFP9LiveActorPCc,800192F0,24,false
onCalcShadowDropGravityOneTime__2MRFP9LiveActorPCc,80019320,24,false
onCalcShadowDropPrivateGravity__2MRFP9LiveActorPCc,80019350,24,false
onCalcShadowDropPrivateGravityOneTime__2MRFP9LiveActorPCc,80019380,24,false
offCalcShadowDropPrivateGravity__2MRFP9LiveActorPCc,800193B0,24,false
excludeCalcShadowToMyCollision__2MRFP9LiveActorPCc,800193E0,30,false
excludeCalcShadowToCollision__2MRFP9LiveActorPCcP14CollisionParts,80019410,88,false
excludeCalcShadowToSensorAll__2MRFP9LiveActorPC9HitSensor,800194A0,90,false
excludeCalcShadowToActorAll__2MRFP9LiveActorPC9LiveActor,80019530,90,false
isExistShadow__2MRFPC9LiveActorPCc,800195C0,4,false
isExistShadows__2MRFPC9LiveActor,800195D0,28,false
invalidateShadow__2MRFP9LiveActorPCc,80019600,34,false
validateShadow__2MRFP9LiveActorPCc,80019640,34,false
validateShadowGroup__2MRFP9LiveActorPCc,80019680,80,false
invalidateShadowAll__2MRFP9LiveActor,80019700,5C,false
validateShadowAll__2MRFP9LiveActor,80019760,5C,false
offShadowVisibleSyncHost__2MRFP9LiveActorPCc,800197C0,34,false
onShadowVisibleSyncHostAll__2MRFP9LiveActor,80019800,5C,false
offShadowVisibleSyncHostAll__2MRFP9LiveActor,80019860,5C,false
onShadowFollowHostScale__2MRFP9LiveActorPCc,800198C0,34,false
onShadowFollowHostScaleAll__2MRFP9LiveActor,80019900,5C,false
calcClippingRangeIncludeShadow__2MRFPQ29JGeometry8TVec3_f_PfPC9LiveActorf,80019960,124,false
setClippingRangeIncludeShadow__2MRFP9LiveActorPQ29JGeometry8TVec3_f_f,80019A90,84,false
isShadowProjected__2MRFPC9LiveActorPCc,80019B20,24,false
getShadowProjectionPos__2MRFPC9LiveActorPCcPQ29JGeometry8TVec3_f_,80019B50,34,false
getShadowProjectionNormal__2MRFPC9LiveActorPCcPQ29JGeometry8TVec3_f_,80019B90,34,false
getShadowProjectionLength__2MRFPC9LiveActorPCc,80019BD0,48,false
getShadowProjectedSensor__2MRFPC9LiveActorPCc,80019C20,24,false
isShadowProjectedAny__2MRFPC9LiveActor,80019C50,70,false
getShadowNearProjectionLength__2MRFPC9LiveActor,80019CC0,98,false
sub_80019D60,80019D60,94,false
clamp__2MRFlll,80019E00,24,false
sub_80019E30,80019E30,A0,false
initActorState__2MRFP9LiveActorP23ActorStateBaseInterfacePC5NervePCc,80019ED0,68,false
init__23ActorStateBaseInterfaceFv,80019F40,4,false
initActorState__2MRFP13NerveExecutorP23ActorStateBaseInterfacePC5NervePCc,80019F50,68,false
updateActorState__2MRFP9LiveActor,80019FC0,C,false
updateActorState__2MRFP9LiveActorP23ActorStateBaseInterface,80019FD0,90,false
appear__23ActorStateBaseInterfaceFv,8001A060,C,false
kill__23ActorStateBaseInterfaceFv,8001A070,C,false
updateActorStateAndNextNerve__2MRFP9LiveActorPC5Nerve,8001A080,60,false
updateActorStateAndNextNerve__2MRFP9LiveActorP23ActorStateBaseInterfacePC5Nerve,8001A0E0,58,false
updateActorState__2MRFP13NerveExecutor,8001A140,C,false
updateActorState__2MRFP13NerveExecutorP23ActorStateBaseInterface,8001A150,90,false
updateActorStateAndNextNerve__2MRFP13NerveExecutorPC5Nerve,8001A1E0,60,false
updateActorStateAndNextNerve__2MRFP13NerveExecutorP23ActorStateBaseInterfacePC5Nerve,8001A240,58,false
sub_8001A2A0,8001A2A0,C,false
sub_8001A2B0,8001A2B0,C,false
useStageSwitchReadA__2MRFP9LiveActorRC12JMapInfoIter,8001A2C0,80,false
useStageSwitchReadB__2MRFP9LiveActorRC12JMapInfoIter,8001A340,80,false
useStageSwitchReadAppear__2MRFP9LiveActorRC12JMapInfoIter,8001A3C0,80,false
useStageSwitchWriteA__2MRFP9LiveActorRC12JMapInfoIter,8001A440,80,false
useStageSwitchWriteB__2MRFP9LiveActorRC12JMapInfoIter,8001A4C0,80,false
initUseStageSwitchReadA__2MRFP9LiveActorRC12JMapInfoIter,8001A540,4,false
initUseStageSwitchReadB__2MRFP9LiveActorRC12JMapInfoIter,8001A550,4,false
initUseStageSwitchReadAppear__2MRFP9LiveActorRC12JMapInfoIter,8001A560,4,false
useStageSwitchAwake__2MRFP9LiveActorRC12JMapInfoIter,8001A570,4,false
initUseStageSwitchWriteA__2MRFP9LiveActorRC12JMapInfoIter,8001A580,4,false
initUseStageSwitchWriteB__2MRFP9LiveActorRC12JMapInfoIter,8001A590,4,false
useStageSwitchWriteDead__2MRFP9LiveActorRC12JMapInfoIter,8001A5A0,80,false
initUseStageSwitchWriteDead__2MRFP9LiveActorRC12JMapInfoIter,8001A620,4,false
useStageSwitchWriteAutoDead__2MRFP9LiveActorRC12JMapInfoIter,8001A630,40,false
needStageSwitchReadA__2MRFP9LiveActorRC12JMapInfoIter,8001A670,4,false
needStageSwitchReadB__2MRFP9LiveActorRC12JMapInfoIter,8001A680,4,false
needStageSwitchReadAppear__2MRFP9LiveActorRC12JMapInfoIter_0,8001A690,4,false
needStageSwitchWriteA__2MRFP9LiveActorRC12JMapInfoIter,8001A6A0,4,false
needStageSwitchWriteB__2MRFP9LiveActorRC12JMapInfoIter,8001A6B0,4,false
needStageSwitchWriteDead__2MRFP9LiveActorRC12JMapInfoIter,8001A6C0,4,false
needStageSwitchWriteAutoDead__2MRFP9LiveActorRC12JMapInfoIter,8001A6D0,40,false
isValidSwitchA__2MRFPC9LiveActor,8001A710,48,false
isValidSwitchB__2MRFPC9LiveActor,8001A760,48,false
isValidSwitchAppear__2MRFPC9LiveActor,8001A7B0,48,false
isValidSwitchDead__2MRFPC9LiveActor,8001A800,48,false
isOnSwitchA__2MRFPC9LiveActor,8001A850,50,false
isOnSwitchB__2MRFPC9LiveActor,8001A8A0,50,false
isOnSwitchAppear__2MRFPC9LiveActor,8001A8F0,50,false
onSwitchA__2MRFP9LiveActor,8001A940,8,false
onSwitchB__2MRFP9LiveActor,8001A950,8,false
onSwitchDead__2MRFP9LiveActor,8001A960,8,false
offSwitchA__2MRFP9LiveActor,8001A970,8,false
offSwitchB__2MRFP9LiveActor,8001A980,8,false
offSwitchDead__2MRFP9LiveActor,8001A990,8,false
syncStageSwitchAppear__2MRFP9LiveActor,8001A9A0,68,false
useStageSwitchSyncAppear__2MRFP9LiveActorRC12JMapInfoIter,8001AA10,A0,false
syncStageSwitchAppearAndSync__2MRFP9LiveActorRC12JMapInfoIter,8001AAB0,34,false
listenStageSwitchOnAppear__2MRFP9LiveActorRCQ22MR11FunctorBase,8001AAF0,C,false
listenStageSwitchOnOffAppear__2MRFP9LiveActorRCQ22MR11FunctorBaseRCQ22MR11FunctorBase,8001AB00,14,false
listenStageSwitchOnA__2MRFP9LiveActorRCQ22MR11FunctorBase,8001AB20,C,false
listenStageSwitchOnOffA__2MRFP9LiveActorRCQ22MR11FunctorBaseRCQ22MR11FunctorBase,8001AB30,14,false
listenStageSwitchOnB__2MRFP9LiveActorRCQ22MR11FunctorBase,8001AB50,C,false
listenStageSwitchOffB__2MRFP9LiveActorRCQ22MR11FunctorBase,8001AB60,C,false
listenStageSwitchOnOffB__2MRFP9LiveActorRCQ22MR11FunctorBaseRCQ22MR11FunctorBase,8001AB70,14,false
useStageSwitchReadParam__2MRFP9LiveActorRC12JMapInfoIter,8001AB90,80,false
isValidSwitchParam__2MRFPC9LiveActor,8001AC10,48,false
isOnSwitchParam__2MRFPC9LiveActor,8001AC60,8,false
sub_8001AC70,8001AC70,48,false
sub_8001ACC0,8001ACC0,8,false
startStageBGM__2MRFPCcb,8001ACD0,70,false
startStageBGMFromStageName__2MRFPCcPCclbb,8001AD40,A8,false
stopStageBGM__2MRFUl,8001ADF0,48,false
unlockStageBGM__2MRFv,8001AE40,4C,false
moveVolumeStageBGM__2MRFfUl,8001AE90,58,false
moveVolumeStageBGMForNoteFairy__2MRFfUl,8001AEF0,58,false
sub_8001AF50,8001AF50,58,false
sub_8001AFB0,8001AFB0,30,false
sub_8001AFE0,8001AFE0,38,false
startCurrentStageBGM__2MRFb,8001B020,58,false
sub_8001B080,8001B080,4,false
isPlayingStageBgm__2MRFv,8001B090,48,false
isPlayingStageBgmID__2MRFUl,8001B0E0,88,false
isPlayingStageBgmName__2MRFPCc,8001B170,34,false
isPreparedStageBgm__2MRFv,8001B1B0,40,false
setStageBGMState__2MRFlUl,8001B1F0,58,false
setStageBGMStateBit__2MRFUl,8001B250,44,false
sub_8001B2A0,8001B2A0,68,false
sub_8001B310,8001B310,40,false
sub_8001B350,8001B350,44,false
sub_8001B3A0,8001B3A0,40,false
sub_8001B3E0,8001B3E0,50,false
sub_8001B430,8001B430,DC,false
sub_8001B510,8001B510,D4,false
startSubBGM__2MRFPCcb,8001B5F0,44,false
stopSubBGM__2MRFUl,8001B640,48,false
moveVolumeSubBGM__2MRFfUl,8001B690,58,false
isPlayingSubBgmID__2MRFUl,8001B6F0,88,false
startBossBGM__2MRFl,8001B780,1B0,false
startDepartBGM__2MRFv,8001B930,10,false
startGliderBGM__2MRFv,8001B940,98,false
startMinigameBGM__2MRFv,8001B9E0,94,false
sub_8001BA80,8001BA80,58,false
startBossRushBGM__2MRFv,8001BAE0,40,false
startAfterBossRushBGM__2MRFv,8001BB20,68,false
sub_8001BB90,8001BB90,3C,false
startStarChanceBGM__2MRFb,8001BBD0,118,false
j_startStarChanceBGM__2MRFb,8001BCF0,4,false
sub_8001BD00,8001BD00,3C,false
sub_8001BD40,8001BD40,28,false
sub_8001BD70,8001BD70,2C,false
startMarioFaceShipBGM__2MRFv,8001BDA0,F8,false
startGrandStarReturnBGM__2MRFv,8001BEA0,38,false
isFirstGrandStarReturnBGMStage__2MRFv,8001BEE0,2C,false
sub_8001BF10,8001BF10,40,false
sub_8001BF50,8001BF50,4C,false
sub_8001BFA0,8001BFA0,40,false
sub_8001BFE0,8001BFE0,48,false
sub_8001C030,8001C030,68,false
sub_8001C0A0,8001C0A0,38,false
setCubeBgmChangeInvalid__2MRFv,8001C0E0,28,false
sub_8001C110,8001C110,24,false
clearBgmQueue__2MRFv,8001C140,4C,false
sub_8001C190,8001C190,38,false
sub_8001C1D0,8001C1D0,38,false
sub_8001C210,8001C210,64,false
sub_8001C280,8001C280,3C,false
sub_8001C2C0,8001C2C0,DC,false
sub_8001C3A0,8001C3A0,84,false
__ct__Q22MR8BitArrayFi,8001C430,64,false
isOn__Q22MR8BitArrayCFi,8001C4A0,2C,false
set__Q22MR8BitArrayFib,8001C4D0,58,false
calcNormalizedScreenPosToScreenPos__24_unnamed_CameraUtil_cpp_FPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_,8001C530,BC,false
getScreenHeight__2MRFv,8001C5F0,10,false
calcScreenPosition__2MRFPQ29JGeometry8TVec2_f_RCQ29JGeometry8TVec3_f_,8001C600,80,false
calcScreenPosition__2MRFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_,8001C680,70,false
__ct_f___Q29JGeometry8TVec4_f_Fffff_Pv,8001C6F0,14,false
calcNormalizedScreenPosition__2MRFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_,8001C710,5C,false
calcNormalizedScreenPositionFromView__2MRFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_,8001C770,140,false
calcWorldPositionFromScreen__2MRFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec2_f_f,8001C8B0,CC,false
__ct_f___Q29JGeometry8TVec2_f_Fff_Pv,8001C980,C,false
calcWorldPositionFromCenterScreen__2MRFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec2_f_f,8001C990,144,false
tan__2MRFf,8001CAE0,A4,false
calcWorldRayDirectionFromScreen__2MRFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec2_f_,8001CB90,54,false
sub_8001CBF0,8001CBF0,24,false
calcCameraDistanceZ__2MRFRCQ29JGeometry8TVec3_f_,8001CC20,70,false
loadProjectionMtx__2MRFv,8001CC90,34,false
loadViewMtx__2MRFv,8001CCD0,38,false
getCameraViewMtx__2MRFv,8001CD10,2C,false
getCameraInvViewMtx__2MRFv,8001CD40,2C,false
getCameraProjectionMtx__2MRFv,8001CD70,2C,false
getAspect__2MRFv,8001CDA0,2C,false
getNearZ__2MRFv,8001CDD0,2C,false
getFarZ__2MRFv,8001CE00,2C,false
getFovy__2MRFv,8001CE30,2C,false
setCameraViewMtx__2MRFRCQ29JGeometry64TPosition3_Q29JGeometry38TMatrix34_Q29JGeometry13SMatrix34C_f___bbRCQ29JGeometry8TVec3_f_,8001CE60,5C,false
setNearZ__2MRFf,8001CEC0,3C,false
setFovy__2MRFv,8001CF00,3C,false
setShakeOffset__2MRFff,8001CF40,4C,false
getCamPos__2MRFv,8001CF90,68,false
getCamXdir__2MRFv,8001D000,70,false
getCamYdir__2MRFv,8001D070,70,false
getCamZdir__2MRFv,8001D0E0,7C,false
__mi__Q29JGeometry8TVec3_f_CFv,8001D160,1C,false
isExistMirrorCamera__2MRFv,8001D180,8,false
getMirrorCameraViewMtx__2MRFv,8001D190,24,false
getMirrorModelTexMtx__2MRFv,8001D1C0,24,false
completeCameraParameters__2MRFv,8001D1F0,24,false
resetCameraMan__2MRFv,8001D220,24,false
startCameraInterpolation__2MRFUl,8001D250,34,false
declareEventCamera__2MRFPC15ActorCameraInfoPCc,8001D290,44,false
endEventCamera__2MRFPC15ActorCameraInfoPCcbl,8001D2E0,54,false
endEventCameraAtLanding__2MRFPC15ActorCameraInfoPCcl,8001D340,4C,false
isEventCameraActive__2MRFv,8001D390,24,false
isEventCameraActive__2MRFPC15ActorCameraInfoPCc,8001D3C0,44,false
sub_8001D410,8001D410,44,false
sub_8001D460,8001D460,44,false
sub_8001D4B0,8001D4B0,54,false
sub_8001D510,8001D510,54,false
declareGlobalEventCamera__2MRFPCc,8001D570,38,false
endGlobalEventCamera__2MRFPCclb,8001D5B0,50,false
sub_8001D600,8001D600,38,false
declareGlobalEventCameraAbyss__2MRFPCc,8001D640,7C,false
declareGlobalEventCameraFixedThere__2MRFPCcbf,8001D6C0,A4,false
declareGlobalEventCameraDead__2MRFPCcfll,8001D770,E4,false
declareEventCameraAnim__2MRFPC15ActorCameraInfoPCcPv,8001D860,C0,false
isAnimCameraEnd__2MRFPC15ActorCameraInfoPCc,8001D920,44,false
getAnimCameraFrame__2MRFPC15ActorCameraInfoPCc,8001D970,90,false
sub_8001DA00,8001DA00,54,false
pauseOnAnimCamera__2MRFPC15ActorCameraInfoPCc,8001DA60,44,false
pauseOffAnimCamera__2MRFPC15ActorCameraInfoPCc,8001DAB0,44,false
declareBlackHoleCamera__2MRFPCc,8001DB00,8C,false
startBlackHoleCamera__2MRFPCcRCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_,8001DB90,94,false
declareLauncherCamera__2MRFv,8001DC30,F8,false
endLauncherCamera__2MRFv,8001DD30,34,false
setLauncherCameraAngle__2MRFffff,8001DD70,CC,false
declareLauncherFlightCamera__2MRFv,8001DE40,E0,false
endLauncherFlightCamera__2MRFv,8001DF20,34,false
isActiveLauncherCamera__2MRFv,8001DF60,2C,false
isActiveLauncherFlightCamera__2MRFv,8001DF90,2C,false
startSubjectiveCamera__2MRFl,8001DFC0,34,false
endSubjectiveCamera__2MRFl,8001E000,34,false
declareEventCameraProgrammable__2MRFPCc,8001E040,74,false
setProgrammableCameraParam__2MRFPCcRCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_b,8001E0C0,B0,false
setProgrammableCameraParamFovy__2MRFPCcf,8001E170,58,false
sub_8001E1D0,8001E1D0,40,false
getEventCameraFrames__2MRFPC15ActorCameraInfoPCc,8001E210,58,false
createRegisterName__24_unnamed_CameraUtil_cpp_FPC7NameObjUl,8001E270,64,false
declareCameraRegisterMtx__2MRFPC7NameObjUlPA4_f,8001E2E0,4C,false
declareCameraRegisterVec__2MRFPC7NameObjUlPQ29JGeometry8TVec3_f_,8001E330,4C,false
startStartPosCamera__2MRFb,8001E380,34,false
endStartPosCamera__2MRFv,8001E3C0,24,false
isStartPosCameraEnd__2MRFv,8001E3F0,2C,false
hasStartAnimCamera__2MRFv,8001E420,24,false
startStartAnimCamera__2MRFv,8001E450,24,false
isStartAnimCameraEnd__2MRFv,8001E480,24,false
getStartAnimCameraFrame__2MRFv,8001E4B0,24,false
endStartAnimCamera__2MRFv,8001E4E0,24,false
isCameraInterpolatingNearlyEnd__2MRFv,8001E510,24,false
isFirstPersonCamera__2MRFv,8001E540,24,false
isPossibleToShiftToFirstPersonCamera__2MRFv,8001E570,74,false
isCameraPossibleToRoundLeft__2MRFv,8001E5F0,24,false
isCameraPossibleToRoundRight__2MRFv,8001E620,24,false
isCameraControlNG__2MRFv,8001E650,4C,false
sub_8001E6A0,8001E6A0,24,false
startTalkCamera__2MRFRCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_ffl,8001E6D0,6C,false
endTalkCamera__2MRFbl,8001E740,44,false
pauseOnCameraDirector__2MRFv,8001E790,24,false
pauseOffCameraDirector__2MRFv,8001E7C0,24,false
getCameraWatchPos__2MRFv,8001E7F0,28,false
zoomInTargetGameCamera__2MRFv,8001E820,24,false
zoomOutTargetGameCamera__2MRFv,8001E850,24,false
isCameraInWater__2MRFv,8001E880,4,false
resetCameraLocalOffset__2MRFv,8001E890,28,false
overlayWithPreviousScreen__2MRFUl,8001E8C0,34,false
isSubjectiveCameraOnForObjClipping__2MRFv,8001E900,30,false
sub_8001E930,8001E930,30,false
setGameCameraTargetToPlayer__2MRFv,8001E960,34,false
setGameCameraTarget__2MRFRC15CameraTargetArg,8001E9A0,4,false
changeEventCameraTarget__2MRFPC15ActorCameraInfoPCcRC15CameraTargetArg,8001E9B0,8,false
startEventCameraNoTarget__2MRFPC15ActorCameraInfoPCcl,8001E9C0,58,false
startEventCameraTargetPlayer__2MRFPC15ActorCameraInfoPCcl,8001EA20,60,false
startEventCamera__2MRFPC15ActorCameraInfoPCcRC15CameraTargetArgl,8001EA80,54,false
startGlobalEventCameraNoTarget__2MRFPCcl,8001EAE0,54,false
startGlobalEventCamera__2MRFPCcRC15CameraTargetArgl,8001EB40,50,false
startEventCameraAnim__2MRFPC15ActorCameraInfoPCcRC15CameraTargetArglf,8001EB90,B0,false
startLauncherCamera__2MRFRC15CameraTargetArg,8001EC40,40,false
startLauncherFlightCamera__2MRFl,8001EC80,5C,false
cleanEventCameraTarget_temporally__2MRFv,8001ECE0,34,false
sub_8001ED20,8001ED20,A4,false
sub_8001EDD0,8001EDD0,C,false
sub_8001EDE0,8001EDE0,98,false
startCSSound__2MRFPCcPCcllf,8001EE80,A8,false
sub_8001EF30,8001EF30,10,false
startCSSoundIfHasP2__2MRFPCcllf,8001EF40,6C,false
sub_8001EFB0,8001EFB0,10,false
sub_8001EFC0,8001EFC0,64,false
sub_8001F030,8001F030,74,false
sub_8001F0B0,8001F0B0,C,false
sub_8001F0C0,8001F0C0,74,false
sub_8001F140,8001F140,58,false
sub_8001F1F0,8001F1F0,6C,false
sub_8001F290,8001F290,38,false
do_getCurrentGroupId__7JKRHeapFv,8001F330,8,false
do_changeGroupID__7JKRHeapFUc,8001F340,8,false
dump_sort__7JKRHeapFv,8001F350,8,false
tryRegisterDemoCast__2MRFP9LiveActorRC12JMapInfoIter,8001F360,44,false
registerDemoActionFunctor__2MRFPC9LiveActorRCQ22MR11FunctorBasePCc,8001F3B0,4,false
registerDemoActionNerve__2MRFPC9LiveActorPC5NervePCc,8001F3C0,4,false
tryRegisterDemoActionFunctor__2MRFPC9LiveActorRCQ22MR11FunctorBasePCc,8001F3D0,60,false
tryRegisterDemoActionNerve__2MRFPC9LiveActorPC5NervePCc,8001F430,60,false
tryRegisterDemoCast__2MRFP9LiveActorPCcRC12JMapInfoIter,8001F490,4C,false
registerDemoCast__2MRFP9LiveActorPCcRC12JMapInfoIter,8001F4E0,4C,false
initTalkAnimDemoCast__2MRFP9LiveActorRC12JMapInfoIterPCcPCc,8001F530,64,false
registerDemoActionFunctorDirect__2MRFPC9LiveActorRCQ22MR11FunctorBasePCcPCc,8001F5A0,4,false
sub_8001F5B0,8001F5B0,4,false
tryRegisterDemoActionFunctorDirect__2MRFPC9LiveActorRCQ22MR11FunctorBasePCcPCc,8001F5C0,6C,false
tryStartDemoRegistered__2MRFP9LiveActorPCc,8001F630,4,false
tryStartDemoRegisteredMarioPuppetable__2MRFP9LiveActorPCc,8001F640,4,false
registerDemoSimpleCastAll__2MRFP9LiveActor,8001F650,4,false
registerDemoSimpleCastAll__2MRFP11LayoutActor,8001F660,4,false
registerDemoSimpleCastAll__2MRFP7NameObj,8001F670,4,false
isDemoCast__2MRFPC9LiveActorPCc,8001F680,7C,false
isRegisteredDemoActionAppear__2MRFPC9LiveActor,8001F700,4,false
isRegisteredDemoActionNerve__2MRFPC9LiveActor,8001F710,4,false
tryStartDemo__2MRFP9LiveActorPCc,8001F720,70,false
tryStartDemo__2MRFP11LayoutActorPCc,8001F790,70,false
sub_8001F800,8001F800,70,false
sub_8001F870,8001F870,70,false
tryStartDemoWithoutCinemaFrame__2MRFP9LiveActorPCc,8001F8E0,70,false
sub_8001F950,8001F950,70,false
sub_8001F9C0,8001F9C0,70,false
tryStartDemoMarioPuppetableWithoutCinemaFrame__2MRFP9LiveActorPCc,8001FA30,70,false
tryStartTimeKeepDemo__2MRFP7NameObjPCcPCc,8001FAA0,94,false
sub_8001FB40,8001FB40,70,false
tryStartTimeKeepDemoMarioPuppetable__2MRFP7NameObjPCcPCc,8001FBB0,B4,false
tryStartTimeKeepDemoMarioPuppetable__2MRFP9LiveActorPCcPCc,8001FC70,B4,false
sub_8001FD30,8001FD30,98,false
sub_8001FDD0,8001FDD0,98,false
requestStartDemo__2MRFP9LiveActorPCcPC5NervePC5Nerve,8001FE70,38,false
sub_8001FEB0,8001FEB0,38,false
sub_8001FEF0,8001FEF0,38,false
requestStartDemoWithoutCinemaFrame__2MRFP9LiveActorPCcPC5NervePC5Nerve,8001FF30,38,false
requestStartDemoWithoutCinemaFrame__2MRFP11LayoutActorPCcPC5NervePC5Nerve,8001FF70,38,false
requestStartDemoMarioPuppetable__2MRFP9LiveActorPCcPC5NervePC5Nerve,8001FFB0,38,false
requestStartDemoMarioPuppetable__2MRFP13NerveExecutorP9LiveActorPCcPC5NervePC5Nerve,8001FFF0,38,false
sub_80020030,80020030,18,false
sub_80020050,80020050,38,false
sub_80020090,80020090,38,false
requestStartTimeKeepDemo__2MRFP7NameObjPCcPCc,800200D0,18,false
requestStartTimeKeepDemoMarioPuppetable__2MRFP7NameObjPCcPCc,800200F0,18,false
sub_80020110,80020110,18,false
requestStartDemoRegisteredMarioPuppetable__2MRFP9LiveActorPC5NervePC5NervePCc,80020130,84,false
endDemo__2MRFP7NameObjPCc,800201C0,48,false
