Symbol Name, Symbol Address, Function Size, Matched
emitAppearEffects__13MorphItemRockFv,802D4670,50,false
appearTransformation__13MorphItemRockFv,802D46C0,14,false
killTransformation__13MorphItemRockFv,802D46E0,84,false
getPowerUp__13MorphItemRockCFv,802D4770,8,false
getPowerUp__16MorphItemNeoFireCFv,802D4780,8,false
getPowerUp__18MorphItemNeoHopperFv,802D4790,8,false
__dt__18MorphItemNeoHopperFv,802D47A0,58,false
__dt__16MorphItemNeoFireFv,802D4800,58,false
__dt__13MorphItemRockFv,802D4860,58,false
__ct__17MoveBlockFunctionFv,802D48C0,C8,false
init__17MoveBlockFunctionFRC12JMapInfoIter,802D4990,94,false
sub_802D4A30,802D4A30,8,false
sub_802D4A40,802D4A40,8,false
sub_802D4A50,802D4A50,14,false
sub_802D4A70,802D4A70,14,false
sub_802D4A90,802D4A90,1C,false
sub_802D4AB0,802D4AB0,48,false
sub_802D4B00,802D4B00,1CC,false
sub_802D4CD0,802D4CD0,18,false
sub_802D4CF0,802D4CF0,10,false
sub_802D4D00,802D4D00,3C,false
__dt__17MoveBlockFunctionFv,802D4D40,58,false
__ct__21MysteryMountainPlanetFPCc,802D4DA0,3C,false
init__21MysteryMountainPlanetFRC12JMapInfoIter,802D4DE0,D0,false
exeBoxVanish__21MysteryMountainPlanetFv,802D4EB0,60,false
exeCakeVanish__21MysteryMountainPlanetFv,802D4F10,60,false
__dt__21MysteryMountainPlanetFv,802D4F70,5C,false
__sinit__MysteryMountainPlanet_cpp,802D4FD0,3C,false
__ct__Q224NrvMysteryMountainPlanet28MysteryMountainPlanetNrvWaitFv,802D5010,10,false
__ct__Q224NrvMysteryMountainPlanet33MysteryMountainPlanetNrvBoxVanishFv,802D5020,10,false
__ct__Q224NrvMysteryMountainPlanet34MysteryMountainPlanetNrvCakeVanishFv,802D5030,10,false
__ct__Q224NrvMysteryMountainPlanet36MysteryMountainPlanetNrvWaitVanishedFv,802D5040,10,false
execute__Q224NrvMysteryMountainPlanet36MysteryMountainPlanetNrvWaitVanishedCFP5Spine,802D5050,40,false
execute__Q224NrvMysteryMountainPlanet34MysteryMountainPlanetNrvCakeVanishCFP5Spine,802D5090,8,false
execute__Q224NrvMysteryMountainPlanet33MysteryMountainPlanetNrvBoxVanishCFP5Spine,802D50A0,8,false
execute__Q224NrvMysteryMountainPlanet28MysteryMountainPlanetNrvWaitCFP5Spine,802D50B0,54,false
__ct__11NeedlePlantFPCc,802D5110,68,false
init__11NeedlePlantFRC12JMapInfoIter,802D5180,178,false
initAfterPlacement__11NeedlePlantFv,802D5300,34,false
exeWait__11NeedlePlantFv,802D5340,78,false
exeShake__11NeedlePlantFv,802D53C0,C0,false
sub_802D5480,802D5480,68,false
sub_802D54F0,802D54F0,70,false
sub_802D5560,802D5560,1BC,false
sub_802D5720,802D5720,6C,false
sub_802D5790,802D5790,5C,false
attackSensor__11NeedlePlantFP9HitSensorP9HitSensor,802D57F0,154,false
receiveMsgPush__11NeedlePlantFP9HitSensorP9HitSensor,802D5950,8C,false
receiveMsgPlayerAttack__11NeedlePlantFUlP9HitSensorP9HitSensor,802D59E0,D4,false
receiveMsgEnemyAttack__11NeedlePlantFUlP9HitSensorP9HitSensor,802D5AC0,48,false
receiveOtherMsg__11NeedlePlantFUlP9HitSensorP9HitSensor,802D5B10,154,false
sub_802D5C70,802D5C70,68,false
sub_802D5CE0,802D5CE0,6C,false
sub_802D5D50,802D5D50,80,false
sub_802D5DD0,802D5DD0,1C,false
break__11NeedlePlantFv,802D5DF0,D8,false
__dt__11NeedlePlantFv,802D5ED0,5C,false
__sinit__NeedlePlant_cpp,802D5F30,5C,false
__ct__Q214NrvNeedlePlant18NeedlePlantNrvWaitFv,802D5F90,10,false
__ct__Q214NrvNeedlePlant19NeedlePlantNrvShakeFv,802D5FA0,10,false
sub_802D5FB0,802D5FB0,10,false
sub_802D5FC0,802D5FC0,10,false
sub_802D5FD0,802D5FD0,10,false
sub_802D5FE0,802D5FE0,10,false
sub_802D5FF0,802D5FF0,10,false
sub_802D6000,802D6000,10,false
sub_802D6010,802D6010,8,false
nullsub_236,802D6020,4,false
sub_802D6030,802D6030,8,false
sub_802D6040,802D6040,8,false
execute__Q28NrvKaron26HostTypeNrvBindStarPointerCFP5Spine_1,802D6050,8,false
sub_802D6060,802D6060,8,false
execute__Q214NrvNeedlePlant19NeedlePlantNrvShakeCFP5Spine,802D6070,8,false
execute__Q214NrvNeedlePlant18NeedlePlantNrvWaitCFP5Spine,802D6080,8,false
__ct__10NeedleTrapFPCc,802D6090,48,false
init__10NeedleTrapFRC12JMapInfoIter,802D60E0,AC,false
control__10NeedleTrapFv,802D6190,50,false
exeWaitFirst__10NeedleTrapFv,802D61E0,64,false
exeWait__10NeedleTrapFv,802D6250,64,false
exeAttackSign__10NeedleTrapFv,802D62C0,60,false
exeAttack__10NeedleTrapFv,802D6320,74,false
exeAttackEnd__10NeedleTrapFv,802D63A0,60,false
exeFreeze__10NeedleTrapFv,802D6400,68,false
isNotNerveFreeze__10NeedleTrapCFv,802D6470,2C,false
__dt__10NeedleTrapFv,802D64A0,5C,false
__sinit__NeedleTrap_cpp,802D6500,4C,false
__ct__Q213NrvNeedleTrap22NeedleTrapNrvWaitFirstFv,802D6550,10,false
__ct__Q213NrvNeedleTrap17NeedleTrapNrvWaitFv,802D6560,10,false
__ct__Q213NrvNeedleTrap23NeedleTrapNrvAttackSignFv,802D6570,10,false
__ct__Q213NrvNeedleTrap19NeedleTrapNrvAttackFv,802D6580,10,false
__ct__Q213NrvNeedleTrap22NeedleTrapNrvAttackEndFv,802D6590,10,false
__ct__Q213NrvNeedleTrap19NeedleTrapNrvFreezeFv,802D65A0,10,false
execute__Q213NrvNeedleTrap19NeedleTrapNrvFreezeCFP5Spine,802D65B0,8,false
execute__Q213NrvNeedleTrap22NeedleTrapNrvAttackEndCFP5Spine,802D65C0,8,false
execute__Q213NrvNeedleTrap19NeedleTrapNrvAttackCFP5Spine,802D65D0,8,false
execute__Q213NrvNeedleTrap23NeedleTrapNrvAttackSignCFP5Spine,802D65E0,8,false
execute__Q213NrvNeedleTrap17NeedleTrapNrvWaitCFP5Spine,802D65F0,8,false
execute__Q213NrvNeedleTrap22NeedleTrapNrvWaitFirstCFP5Spine,802D6600,8,false
__ct__4NoteFPCcRCQ29JGeometry8TVec3_f_P9NoteFairy,802D6610,84,false
init__4NoteFRC12JMapInfoIter,802D66A0,174,false
startCountDown__4NoteFv,802D6820,C,false
exeWait__4NoteFv,802D6830,A8,false
exeCountDown__4NoteFv,802D68E0,98,false
exeFlyUp__4NoteFv,802D6980,A0,false
appear__4NoteFv,802D6A20,68,false
control__4NoteFv,802D6A90,3C,false
calcAndSetBaseMtx__4NoteFv,802D6AD0,9C,false
attackSensor__4NoteFP9HitSensorP9HitSensor,802D6B70,90,false
__ct__9NoteGroupFv,802D6C00,50,false
init__9NoteGroupFRC12JMapInfoIter,802D6C50,4,false
movement__9NoteGroupFv,802D6C60,64,false
__dt__4NoteFv,802D6CD0,5C,false
__dt__9NoteGroupFv,802D6D30,5C,false
__sinit__Note_cpp,802D6D90,34,false
__ct__Q27NrvNote11NoteNrvWaitFv,802D6DD0,10,false
__ct__Q27NrvNote16NoteNrvCountDownFv,802D6DE0,10,false
__ct__Q27NrvNote12NoteNrvFlyUpFv,802D6DF0,10,false
execute__Q27NrvNote12NoteNrvFlyUpCFP5Spine,802D6E00,8,false
execute__Q27NrvNote16NoteNrvCountDownCFP5Spine,802D6E10,8,false
execute__Q27NrvNote11NoteNrvWaitCFP5Spine,802D6E20,8,false
__ct__9NoteFairyFPCc,802D6E30,B4,false
init__9NoteFairyFRC12JMapInfoIter,802D6EF0,524,false
control__9NoteFairyFv,802D7420,90,false
kill__9NoteFairyFv,802D74B0,50,false
killAllNotes__9NoteFairyFv,802D7500,68,false
exeHide__9NoteFairyFv,802D7570,EC,false
exeStartAppearDemo__9NoteFairyFv,802D7660,BC,false
exeRailMoveStart__9NoteFairyFv,802D7720,A4,false
exeDemoAppear__9NoteFairyFv,802D77D0,258,false
exeAppearNoteBloom__9NoteFairyFv,802D7A30,24C,false
exeAppearNote__9NoteFairyFv,802D7C80,F0,false
exeEndWait__9NoteFairyFv,802D7D70,10C,false
exeSuccess__9NoteFairyFv,802D7E80,AC,false
enterDemoAppear__9NoteFairyFPC5Nerveb,802D7F30,98,false
isDeadAllNotes__9NoteFairyFv,802D7FD0,70,false
setLastGotNote__9NoteFairyFP4Note,802D8040,8,false
getNoteCoord__9NoteFairyFl,802D8050,58,false
receiveOtherMsg__9NoteFairyFUlP9HitSensorP9HitSensor,802D80B0,9C,false
__dt__9NoteFairyFv,802D8150,5C,false
__sinit__NoteFairy_cpp,802D81B0,6C,false
__ct__Q212NrvNoteFairy16NoteFairyNrvHideFv,802D8220,10,false
__ct__Q212NrvNoteFairy27NoteFairyNrvStartAppearDemoFv,802D8230,10,false
__ct__Q212NrvNoteFairy25NoteFairyNrvRailMoveStartFv,802D8240,10,false
__ct__Q212NrvNoteFairy22NoteFairyNrvDemoAppearFv,802D8250,10,false
__ct__Q212NrvNoteFairy27NoteFairyNrvAppearNoteBloomFv,802D8260,10,false
__ct__Q212NrvNoteFairy22NoteFairyNrvAppearNoteFv,802D8270,10,false
__ct__Q212NrvNoteFairy19NoteFairyNrvEndWaitFv,802D8280,10,false
sub_802D8290,802D8290,10,false
sub_802D82A0,802D82A0,10,false
__ct__Q212NrvNoteFairy19NoteFairyNrvSuccessFv,802D82B0,10,false
execute__Q212NrvNoteFairy19NoteFairyNrvSuccessCFP5Spine,802D82C0,8,false
sub_802D82D0,802D82D0,40,false
sub_802D8310,802D8310,48,false
execute__Q212NrvNoteFairy19NoteFairyNrvEndWaitCFP5Spine,802D8360,8,false
execute__Q212NrvNoteFairy22NoteFairyNrvAppearNoteCFP5Spine,802D8370,8,false
execute__Q212NrvNoteFairy27NoteFairyNrvAppearNoteBloomCFP5Spine,802D8380,8,false
execute__Q213NrvJumpSpider21HostTypeNrvStampDeathCFP5Spine_0,802D8390,8,false
execute__Q212NrvNoteFairy25NoteFairyNrvRailMoveStartCFP5Spine,802D83A0,8,false
execute__Q212NrvNoteFairy27NoteFairyNrvStartAppearDemoCFP5Spine,802D83B0,8,false
execute__Q212NrvNoteFairy16NoteFairyNrvHideCFP5Spine,802D83C0,8,false
__ct__16OldFortressCoverFPCc,802D83D0,3C,false
init__16OldFortressCoverFRC12JMapInfoIter,802D8410,CC,false
exeOpen__16OldFortressCoverFv,802D84E0,60,false
__dt__16OldFortressCoverFv,802D8540,5C,false
__sinit__OldFortressCover_cpp,802D85A0,34,false
__ct__Q219NrvOldFortressCover23OldFortressCoverNrvWaitFv,802D85E0,10,false
__ct__Q219NrvOldFortressCover23OldFortressCoverNrvOpenFv,802D85F0,10,false
__ct__Q219NrvOldFortressCover22OldFortressCoverNrvEndFv,802D8600,10,false
execute__Q219NrvOldFortressCover22OldFortressCoverNrvEndCFP5Spine,802D8610,4,false
execute__Q219NrvOldFortressCover23OldFortressCoverNrvOpenCFP5Spine,802D8620,8,false
execute__Q219NrvOldFortressCover23OldFortressCoverNrvWaitCFP5Spine,802D8630,54,false
__ct__11PetitPorterFPCc,802D8690,90,false
init__11PetitPorterFRC12JMapInfoIter,802D8720,1FC,false
makeActorAppeared__11PetitPorterFv,802D8920,68,false
calcAndSetBaseMtx__11PetitPorterFv,802D8990,38,false
sub_802D89D0,802D89D0,70,false
sub_802D8A40,802D8A40,84,false
sub_802D8AD0,802D8AD0,238,false
sub_802D8D10,802D8D10,170,false
sub_802D8E80,802D8E80,9C,false
getBaseMtx__20PetitPorterWarpPointCFv,802D8F20,8,false
sub_802D8F30,802D8F30,E8,false
sub_802D9020,802D9020,100,false
sub_802D9120,802D9120,C0,false
sub_802D91E0,802D91E0,F0,false
getBaseMtx__20PetitPorterExitPointCFv,802D92D0,8,false
sub_802D92E0,802D92E0,DC,false
updateHitSensor__11PetitPorterFP9HitSensor,802D93C0,38,false
receiveOtherMsg__11PetitPorterFUlP9HitSensorP9HitSensor,802D9400,10C,false
sub_802D9510,802D9510,B0,false
__ct__20PetitPorterWarpPointFPCc,802D95C0,44,false
init__20PetitPorterWarpPointFRC12JMapInfoIter,802D9610,80,false
__ct__20PetitPorterExitPointFPCc,802D9690,44,false
init__20PetitPorterExitPointFRC12JMapInfoIter,802D96E0,80,false
__ct__19PetitPorterMediatorFv,802D9760,9C,false
sub_802D9800,802D9800,D4,false
initAfterPlacement__19PetitPorterMediatorFv,802D98E0,60,false
sub_802D9940,802D9940,70,false
sub_802D99B0,802D99B0,44,false
__dt__36JointControlDelegator_11PetitPorter_Fv,802D9A00,40,false
calcJointMatrix__36JointControlDelegator_11PetitPorter_FPQ29JGeometry64TPosition3_Q29JGeometry38TMatrix34_Q29JGeometry13SMatrix34C_f___RC19JointControllerInfo,802D9A40,68,false
calcJointMatrixAfterChild__36JointControlDelegator_11PetitPorter_FPQ29JGeometry64TPosition3_Q29JGeometry38TMatrix34_Q29JGeometry13SMatrix34C_f___RC19JointControllerInfo,802D9AB0,68,false
__dt__11PetitPorterFv,802D9B20,5C,false
__dt__20PetitPorterWarpPointFv,802D9B80,5C,false
__dt__20PetitPorterExitPointFv,802D9BE0,5C,false
__dt__19PetitPorterMediatorFv,802D9C40,58,false
__sinit__PetitPorter_cpp,802D9CA0,74,false
sub_802D9D20,802D9D20,10,false
sub_802D9D30,802D9D30,10,false
sub_802D9D40,802D9D40,10,false
sub_802D9D50,802D9D50,10,false
sub_802D9D60,802D9D60,10,false
sub_802D9D70,802D9D70,10,false
sub_802D9D80,802D9D80,10,false
sub_802D9D90,802D9D90,10,false
sub_802D9DA0,802D9DA0,10,false
sub_802D9DB0,802D9DB0,10,false
sub_802D9DC0,802D9DC0,10,false
nullsub_238,802D9DD0,4,false
execute__Q212NrvStaffRoll30StaffRollNrvInfoLuigiDisappearCFP5Spine_2,802D9DE0,8,false
sub_802D9DF0,802D9DF0,8,false
sub_802D9E00,802D9E00,8,false
sub_802D9E10,802D9E10,8,false
execute__Q216NrvTripodBossLeg31TripodBossLegNrvDamageVibrationCFP5Spine_5,802D9E20,8,false
sub_802D9E30,802D9E30,8,false
sub_802D9E40,802D9E40,8,false
sub_802D9E50,802D9E50,8,false
sub_802D9E60,802D9E60,8,false
sub_802D9E70,802D9E70,8,false
__ct__12PhantomTorchFPCc,802D9E80,54,false
initFromRisePictureBook__12PhantomTorchFv,802D9EE0,14,false
init__12PhantomTorchFRC12JMapInfoIter,802D9F00,2D4,false
Functor_12PhantomTorch___2MRFP12PhantomTorchM12PhantomTorchFPCvPv_v_Q22MR51FunctorV0M_P12PhantomTorch_M12PhantomTorchFPCvPv_v_,802DA1E0,40,false
makeActorAppeared__12PhantomTorchFv,802DA220,48,false
makeActorDead__12PhantomTorchFv,802DA270,50,false
kill__12PhantomTorchFv,802DA2C0,9C,false
startClipped__12PhantomTorchFv,802DA360,38,false
endClipped__12PhantomTorchFv,802DA3A0,38,false
attackSensor__12PhantomTorchFP9HitSensorP9HitSensor,802DA3E0,74,false
receiveMsgPlayerAttack__12PhantomTorchFUlP9HitSensorP9HitSensor,802DA460,78,false
receiveOtherMsg__12PhantomTorchFUlP9HitSensorP9HitSensor,802DA4E0,84,false
soundOrder__12PhantomTorchFv,802DA570,148,false
exeWait__12PhantomTorchFv,802DA6C0,88,false
exeAttack__12PhantomTorchFv,802DA750,A8,false
exeExtinguish__12PhantomTorchFv,802DA800,98,false
__cl__Q22MR51FunctorV0M_P12PhantomTorch_M12PhantomTorchFPCvPv_v_CFv,802DA8A0,30,false
clone__Q22MR51FunctorV0M_P12PhantomTorch_M12PhantomTorchFPCvPv_v_CFP7JKRHeap,802DA8D0,68,false
__dt__12PhantomTorchFv,802DA940,5C,false
__sinit__PhantomTorch_cpp,802DA9A0,34,false
__ct__Q215NrvPhantomTorch12HostTypeWaitFv,802DA9E0,10,false
__ct__Q215NrvPhantomTorch14HostTypeAttackFv,802DA9F0,10,false
__ct__Q215NrvPhantomTorch18HostTypeExtinguishFv,802DAA00,10,false
execute__Q215NrvPhantomTorch18HostTypeExtinguishCFP5Spine,802DAA10,8,false
execute__Q215NrvPhantomTorch14HostTypeAttackCFP5Spine,802DAA20,8,false
execute__Q215NrvPhantomTorch12HostTypeWaitCFP5Spine,802DAA30,8,false
__ct__12PicketSwitchFPCc,802DAA40,3C,false
init__12PicketSwitchFRC12JMapInfoIter,802DAA80,118,false
exeFirstDrop__12PicketSwitchFv,802DABA0,6C,false
exeLastDrop__12PicketSwitchFv,802DAC10,B8,false
receiveMsgPlayerAttack__12PicketSwitchFUlP9HitSensorP9HitSensor,802DACD0,C4,false
__dt__12PicketSwitchFv,802DADA0,5C,false
__sinit__PicketSwitch_cpp,802DAE00,34,false
__ct__Q215NrvPicketSwitch19PicketSwitchNrvWaitFv,802DAE40,10,false
__ct__Q215NrvPicketSwitch24PicketSwitchNrvFirstDropFv,802DAE50,10,false
__ct__Q215NrvPicketSwitch23PicketSwitchNrvLastDropFv,802DAE60,10,false
execute__Q215NrvPicketSwitch23PicketSwitchNrvLastDropCFP5Spine,802DAE70,8,false
execute__Q215NrvPicketSwitch24PicketSwitchNrvFirstDropCFP5Spine,802DAE80,8,false
execute__Q215NrvPicketSwitch19PicketSwitchNrvWaitCFP5Spine,802DAE90,54,false
__ct__12PlacementObjFPCc,802DAEF0,44,false
sub_802DAF40,802DAF40,8,false
sub_802DAF50,802DAF50,18,false
__ct__18PlacementCircleObjFv,802DAF70,6C,false
__dt__12PlacementObjFv,802DAFE0,5C,false
init__18PlacementCircleObjFRC12JMapInfoIter,802DB040,A8,false
sub_802DB0F0,802DB0F0,190,false
__ct__16PlacementRailObjFv,802DB280,44,false
init__16PlacementRailObjFRC12JMapInfoIter,802DB2D0,7C,false
sub_802DB350,802DB350,100,false
__dt__18PlacementCircleObjFv,802DB450,58,false
__dt__16PlacementRailObjFv,802DB4B0,58,false
sub_802DB510,802DB510,50,false
__ct__10PlantGroupFPCc,802DB560,A0,false
init__10PlantGroupFRC12JMapInfoIter,802DB600,260,false
makeActorAppeared__10PlantGroupFv,802DB860,7C,false
makeActorDead__10PlantGroupFv,802DB8E0,6C,false
sub_802DB950,802DB950,58,false
sub_802DB9B0,802DB9B0,44,false
initMember__10PlantGroupFlRC12JMapInfoIter,802DBA00,2CC,false
placeOnCollisionFormCircle__10PlantGroupFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_,802DBCD0,4B4,false
sub_802DC190,802DC190,25C,false
calcBoundingSphereRadius__10PlantGroupFRCQ29JGeometry8TVec3_f_,802DC3F0,164,false
initAfterPlacement__10PlantGroupFv,802DC560,18C,false
control__10PlantGroupFv,802DC6F0,98,false
sub_802DC790,802DC790,16C,false
sub_802DC900,802DC900,EC,false
emitHintEffect__10PlantGroupFv,802DC9F0,F4,false
receiveMsgPlayerAttack__10PlantGroupFUlP9HitSensorP9HitSensor,802DCAF0,E0,false
receiveOtherMsg__10PlantGroupFUlP9HitSensorP9HitSensor,802DCBD0,78,false
attackSensor__10PlantGroupFP9HitSensorP9HitSensor,802DCC50,154,false
startClipped__10PlantGroupFv,802DCDB0,80,false
endClipped__10PlantGroupFv,802DCE30,80,false
sub_802DCEB0,802DCEB0,94,false
init__11PlantMemberFRC12JMapInfoIter,802DCF50,84,false
makeActorAppeared__11PlantMemberFv,802DCFE0,68,false
appear__11PlantMemberFv,802DD050,8C,false
control__11PlantMemberFv,802DD0E0,300,false
tryEmitHint__11PlantMemberFv,802DD3E0,64,false
exeHint__11PlantMemberFv,802DD450,60,false
exeShakeWeak__11PlantMemberFv,802DD4B0,9C,false
exeShakeMiddle__11PlantMemberFv,802DD550,9C,false
exeShakeStrong__11PlantMemberFv,802DD5F0,9C,false
initPosture__11PlantMemberFb,802DD690,2B8,false
tryShake__11PlantMemberFP9HitSensor,802DD950,15C,false
tryPush__11PlantMemberFRCQ29JGeometry8TVec3_f_fl,802DDAB0,2B8,false
animControl__11PlantMemberFP10PlantGroup,802DDD70,94,false
generateItem__11PlantMemberFP10PlantGroup,802DDE10,B4,false
__dt__10PlantGroupFv,802DDED0,5C,false
__dt__11PlantMemberFv,802DDF30,5C,false
__sinit__PlantGroup_cpp,802DDF90,44,false
__ct__Q214NrvPlantMember15HostTypeNrvWaitFv,802DDFE0,10,false
__ct__Q214NrvPlantMember15HostTypeNrvHintFv,802DDFF0,10,false
__ct__Q214NrvPlantMember20HostTypeNrvShakeWeakFv,802DE000,10,false
__ct__Q214NrvPlantMember22HostTypeNrvShakeMiddleFv,802DE010,10,false
__ct__Q214NrvPlantMember22HostTypeNrvShakeStrongFv,802DE020,10,false
execute__Q214NrvPlantMember22HostTypeNrvShakeStrongCFP5Spine,802DE030,8,false
execute__Q214NrvPlantMember22HostTypeNrvShakeMiddleCFP5Spine,802DE040,8,false
execute__Q214NrvPlantMember20HostTypeNrvShakeWeakCFP5Spine,802DE050,8,false
execute__Q214NrvPlantMember15HostTypeNrvHintCFP5Spine,802DE060,8,false
execute__Q214NrvPlantMember15HostTypeNrvWaitCFP5Spine,802DE070,48,false
__ct__10PlantPointFRCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_f,802DE0C0,F0,false
setAxisAndPos__10PlantPointFRCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_,802DE1B0,68,false
__ct__13PlantRailInfoFRC12JMapInfoIterf,802DE220,1DC,false
calcPosAndAxisY__13PlantRailInfoCFPQ29JGeometry8TVec3_f_PQ29JGeometry8TVec3_f_f,802DE400,1A8,false
calcNearestPointPos__13PlantRailInfoCFPQ29JGeometry8TVec3_f_RCQ29JGeometry8TVec3_f_l,802DE5B0,98,false
__ct__16PlayerFollowPassFv,802DE650,BC,false
initAfterPlacement__16PlayerFollowPassFv,802DE710,4,false
movement__16PlayerFollowPassFv,802DE720,2C,false
sub_802DE750,802DE750,18,false
sub_802DE770,802DE770,144,false
sub_802DE8C0,802DE8C0,84,false
sub_802DE950,802DE950,168,false
sub_802DEAC0,802DEAC0,B8,false
createPlayerFollowPass__2MRFv,802DEB80,8,false
sub_802DEB90,802DEB90,4C,false
sub_802DEBE0,802DEBE0,3C,false
sub_802DEC20,802DEC20,3C,false
sub_802DEC60,802DEC60,40,false
sub_802DECA0,802DECA0,40,false
__dt__16PlayerFollowPassFv,802DECE0,58,false
__ct__17PoleObstaclePartsFPCclPCc,802DED40,5C,false
init__17PoleObstaclePartsFRC12JMapInfoIter,802DEDA0,90,false
initAfterPlacement__17PoleObstaclePartsFv,802DEE30,DC,false
calcAndSetBaseMtx__17PoleObstaclePartsFv,802DEF10,78,false
__dt__17PoleObstaclePartsFv,802DEF90,5C,false
sub_802DEFF0,802DEFF0,CC,false
sub_802DF0C0,802DF0C0,B0,false
setupColor__23_unnamed_PowerStar_cpp_FP9LiveActorbi,802DF170,EC,false
setupColorGrandStar__23_unnamed_PowerStar_cpp_FP9LiveActorb,802DF260,9C,false
requestPointLight__23_unnamed_PowerStar_cpp_FPC9LiveActori,802DF300,90,false
sub_802DF390,802DF390,A0,false
sub_802DF430,802DF430,58,false
sub_802DF490,802DF490,54,false
__ct__9PowerStarFPCc,802DF4F0,CC,false
init__9PowerStarFRC12JMapInfoIter,802DF5C0,1D0,false
initAfterPlacement__9PowerStarFv,802DF790,4,false
appear__9PowerStarFv,802DF7A0,40,false
makeActorAppeared__9PowerStarFv,802DF7E0,50,false
requestAppear__9PowerStarFv,802DF830,88,false
setDemoAppearPos__9PowerStarFRCQ29JGeometry8TVec3_f_,802DF8C0,70,false
isEndAppearDemo__9PowerStarCFv,802DF930,60,false
offAppearDemo__9PowerStarFv,802DF990,C,false
sub_802DF9A0,802DF9A0,78,false
setupColor__9PowerStarFPC7NameObjl,802DFA20,A0,false
setupColorAtResultSequence__9PowerStarFP9LiveActorb,802DFAC0,78,false
requestPointLight__9PowerStarFPC9LiveActorPC7NameObjl,802DFB40,68,false
requestPointLightAtResultSequence__9PowerStarFPC9LiveActor,802DFBB0,3C,false
getPowerStarWaitRotateSpeed__9PowerStarFv,802DFBF0,8,false
getBtpFrameCurrentStage__9PowerStarFl,802DFC00,44,false
isCurrentStageKoopaVs3__9PowerStarFv,802DFC50,4,false
initShadowPowerStar__9PowerStarFP9LiveActorb,802DFC60,94,false
sub_802DFD00,802DFD00,50,false
control__9PowerStarFv,802DFD50,D0,false
calcAndSetBaseMtx__9PowerStarFv,802DFE20,164,false
receiveMsgPlayerAttack__9PowerStarFUlP9HitSensorP9HitSensor,802DFF90,48,false
receiveOtherMsg__9PowerStarFUlP9HitSensorP9HitSensor,802DFFE0,13C,false
initMapToolInfo__9PowerStarFRC12JMapInfoIter,802E0120,130,false
initModel__9PowerStarFv,802E0250,1F0,false
initSensorGrandStar__9PowerStarFv,802E0440,208,false
initShadow__9PowerStarFRC12JMapInfoIter,802E0650,84,false
initPosture__9PowerStarFv,802E06E0,D8,false
sub_802E07C0,802E07C0,CC,false
endAppearDemo__9PowerStarFv,802E0890,94,false
getNearestAppearPoint__9PowerStarCFRCQ29JGeometry8TVec3_f_,802E0930,A4,false
getAppearCameraActor__9PowerStarFv,802E09E0,14,false
getAppearCameraInfo__9PowerStarCFv,802E0A00,1C,false
requestAppearOrWait__9PowerStarFv,802E0A20,A4,false
sub_802E0AD0,802E0AD0,64,false
calcAppearDemoRiseTrans__9PowerStarCFPQ29JGeometry8TVec3_f_f,802E0B40,A4,false
sub_802E0BF0,802E0BF0,160,false
sub_802E0D50,802E0D50,98,false
processWait__9PowerStarFf,802E0DF0,D0,false
sub_802E0EC0,802E0EC0,7C,false
sub_802E0F40,802E0F40,8C,false
exeAppearDemoRise__9PowerStarFv,802E0FD0,BC,false
exeAppearDemoMove__9PowerStarFv,802E1090,1B8,false
sub_802E1250,802E1250,F4,false
sub_802E1350,802E1350,180,false
exeWait__9PowerStarFv,802E14D0,8C,false
exeStageClearDemo__9PowerStarFv,802E1560,258,false
__dt__9PowerStarFv,802E17C0,5C,false
__sinit__PowerStar_cpp,802E1820,54,false
__ct__Q212NrvPowerStar27PowerStarNrvWaitStartAppearFv,802E1880,10,false
__ct__Q212NrvPowerStar26PowerStarNrvAppearDemoRiseFv,802E1890,10,false
__ct__Q212NrvPowerStar26PowerStarNrvAppearDemoMoveFv,802E18A0,10,false
sub_802E18B0,802E18B0,10,false
sub_802E18C0,802E18C0,10,false
__ct__Q212NrvPowerStar16PowerStarNrvWaitFv,802E18D0,10,false
__ct__Q212NrvPowerStar26PowerStarNrvStageClearDemoFv,802E18E0,10,false
execute__Q212NrvPowerStar26PowerStarNrvStageClearDemoCFP5Spine,802E18F0,8,false
execute__Q212NrvPowerStar16PowerStarNrvWaitCFP5Spine,802E1900,8,false
execute__Q211NrvKabokuri21KabokuriNrvHipDroppedCFP5Spine_5,802E1910,8,false
sub_802E1920,802E1920,8,false
execute__Q212NrvPowerStar26PowerStarNrvAppearDemoMoveCFP5Spine,802E1930,8,false
execute__Q212NrvPowerStar26PowerStarNrvAppearDemoRiseCFP5Spine,802E1940,8,false
execute__Q212NrvPowerStar27PowerStarNrvWaitStartAppearCFP5Spine,802E1950,4,false
__ct__20PowerStarAppearPointFPCc,802E1960,44,false
init__20PowerStarAppearPointFRC12JMapInfoIter,802E19B0,74,false
__dt__20PowerStarAppearPointFv,802E1A30,5C,false
__ct__15PowerStarHolderFPCc,802E1A90,50,false
init__15PowerStarHolderFRC12JMapInfoIter,802E1AE0,4,false
registerPowerStar__15PowerStarHolderFP9PowerStari,802E1AF0,6C,false
